entity,code,disaster_type,total_people_affected,years_recorded,impact_share,historical_impact_score
Tuvalu,TUV,Extreme weather,11663.0,7,53.33607719394522,53.33607719394522
Tuvalu,TUV,Drought,10204.0,2,46.663922806054785,46.663922806054785
Uganda,UGA,Drought,5493000.0,16,75.16158097931722,75.16158097931722
Uganda,UGA,Flood,1554261.0,21,21.26719716266058,21.26719716266058
Uganda,UGA,Landslide,184013.0,10,2.517878754914819,2.517878754914819
Uganda,UGA,Earthquake,58100.0,5,0.7949914172398199,0.7949914172398199
Uganda,UGA,Extreme weather,18881.0,5,0.25835168586755664,0.25835168586755664
Ukraine,UKR,Flood,2700614.0,16,92.83034848495785,92.83034848495785
Ukraine,UKR,Extreme temperature,147626.0,6,5.074465667970465,5.074465667970465
Ukraine,UKR,Extreme weather,58985.0,7,2.027538221080554,2.027538221080554
Ukraine,UKR,Wildfire,1968.0,1,0.06764762599112538,0.06764762599112538
Ukraine,UKR,Drought,0.0,1,0.0,0.0
United Arab Emirates,ARE,Flood,534.0,2,100.0,100.0
United Kingdom,GBR,Flood,534063.0,24,60.18316512582883,60.18316512582883
United Kingdom,GBR,Extreme weather,348785.0,32,39.304324112346684,39.304324112346684
United Kingdom,GBR,Earthquake,4501.0,2,0.5072143665285848,0.5072143665285848
United Kingdom,GBR,Extreme temperature,47.0,13,0.0052963952958994635,0.0052963952958994635
United Kingdom,GBR,Drought,0.0,1,0.0,0.0
United Kingdom,GBR,Landslide,0.0,1,0.0,0.0
United States,USA,Extreme weather,102052573.0,101,86.91867934122838,86.91867934122838
United States,USA,Flood,13969430.0,61,11.897832372631466,11.897832372631466
United States,USA,Wildfire,1219708.0,38,1.0388313143455088,1.0388313143455088
United States,USA,Earthquake,163132.0,35,0.13894032831777076,0.13894032831777076
United States,USA,Volcanic activity,5000.0,2,0.004258524640100372,0.004258524640100372
United States,USA,Landslide,1656.0,6,0.001410423360801243,0.001410423360801243
United States,USA,Extreme temperature,56.0,34,4.7695475969124164e-05,4.7695475969124164e-05
United States,USA,Drought,0.0,21,0.0,0.0
United States Virgin Islands,VIR,Extreme weather,20000.0,7,100.0,100.0
Uruguay,URY,Drought,484115.0,8,55.20106544675446,55.20106544675446
Uruguay,URY,Flood,382016.0,19,43.559258064111525,43.559258064111525
Uruguay,URY,Extreme weather,8472.0,9,0.9660172200095096,0.9660172200095096
Uruguay,URY,Extreme temperature,2400.0,4,0.273659269124507,0.273659269124507
Uzbekistan,UZB,Drought,600000.0,2,83.07752379132587,83.07752379132587
Uzbekistan,UZB,Flood,71725.0,3,9.931225656554748,9.931225656554748
Uzbekistan,UZB,Earthquake,50086.0,2,6.93503476102058,6.93503476102058
Uzbekistan,UZB,Landslide,406.0,3,0.05621579109879718,0.05621579109879718
Vanuatu,VUT,Extreme weather,1208965.0,23,89.01524494626902,89.01524494626902
Vanuatu,VUT,Earthquake,95370.0,5,7.022026204667362,7.022026204667362
Vanuatu,VUT,Volcanic activity,46869.0,8,3.4509315947001626,3.4509315947001626
Vanuatu,VUT,Flood,3951.0,2,0.2909093586519948,0.2909093586519948
Vanuatu,VUT,Landslide,3000.0,1,0.2208878957114615,0.2208878957114615
Venezuela,VEN,Flood,2455241.0,26,90.20983209023771,90.20983209023771
Venezuela,VEN,Extreme weather,90725.0,8,3.333394569570489,3.333394569570489
Venezuela,VEN,Earthquake,89115.0,7,3.2742403644780835,3.2742403644780835
Venezuela,VEN,Landslide,86619.0,6,3.182532975713708,3.182532975713708
Venezuela,VEN,Drought,0.0,2,0.0,0.0
Vietnam,VNM,Extreme weather,63843139.0,53,59.98527595487608,59.98527595487608
Vietnam,VNM,Flood,33737345.0,42,31.698691222088225,31.698691222088225
Vietnam,VNM,Drought,8811558.0,12,8.279100095977359,8.279100095977359
Vietnam,VNM,Landslide,39308.0,6,0.03693272705833385,0.03693272705833385
Vietnam,VNM,Extreme temperature,0.0,1,0.0,0.0
Vietnam,VNM,Wildfire,0.0,1,0.0,0.0
Wallis and Futuna,WLF,Extreme weather,5752.0,4,99.65349965349965,99.65349965349965
Wallis and Futuna,WLF,Earthquake,20.0,1,0.3465003465003465,0.3465003465003465
Yemen,YEM,Flood,2760895.0,23,93.84195272102728,93.84195272102728
Yemen,YEM,Extreme weather,141089.0,4,4.7955707361044215,4.7955707361044215
Yemen,YEM,Earthquake,40039.0,1,1.3609130173357593,1.3609130173357593
Yemen,YEM,Landslide,31.0,3,0.001053680250191277,0.001053680250191277
Yemen,YEM,Volcanic activity,15.0,1,0.0005098452823506178,0.0005098452823506178
Zambia,ZMB,Drought,16983204.0,11,73.56303975306194,73.56303975306194
Zambia,ZMB,Flood,6103245.0,20,26.436310519362337,26.436310519362337
Zambia,ZMB,Landslide,150.0,1,0.0006497275757247743,0.0006497275757247743
Zimbabwe,ZWE,Drought,33790118.0,29,97.86996426180237,97.86996426180237
Zimbabwe,ZWE,Extreme weather,391084.0,10,1.1327387818936507,1.1327387818936507
Zimbabwe,ZWE,Flood,344322.0,13,0.9972969563039797,0.9972969563039797
